"constituency","Party","election","Classification","Median_Age","Total_Rural_Population","Total_Urban_Population","Higher_Managerial","Lower_Managerial","Intermediate_Occupations","Small_Employers","Lower_Supervisory","Semi_Routine","Routine_Occupations","Never_Worked_Unemployed","Never_Worked","Long_Term_Unemployed","Total_Students_Count","yearly_avg_tavg","yearly_avg_tmin","yearly_avg_tmax","yearly_avg_prcp","yearly_avg_wspd","yearly_avg_pres","yearly_avg_tsun","Election","country.region","con_share","lib_share","lab_share","oth_share","environment","Flood Alert","Flood Warning","Update Flood Alert","Update Flood Warning","Severe Flood Warning","Update Severe Flood Warning","Flood Watch"
"amber valley"," Labour Party","2019","Predominantly Urban",42,15483,72400,4904,11692,7595,5980,6262,11247,11395,2889,1735,1154,1635,9.76666666666667,6.325,13.1083333333333,48.0833333333333,18.1222222222222,1012.9,7885,"2019 General Election","East Midlands",0.639,0.063,0.268,0.03,6,93024,40584,2964,912,0,0,0
"aylesbury"," Liberal Democrats","2010","Predominantly Urban",38,26222,81805,9757,19474,11660,7744,5140,9649,7174,3065,2119,946,2304,10.3333333333333,6.13333333333333,14.25,57.4166666666667,13.925,1013.625,7185,"2010 General Election","South East",0.522,0.284,0.126,0.068,0,385,0,0,0,0,0,16555
"aylesbury"," Liberal Democrats","2010","Predominantly Urban",38,26222,81805,9757,19474,11660,7744,5140,9649,7174,3065,2119,946,2304,10.3333333333333,6.13333333333333,14.25,57.4166666666667,13.925,1013.625,7185,"2010 General Election","South East",0.522,0.284,0.126,0.068,30,385,0,0,0,0,0,16555
"aylesbury"," Conservative Party","2010","Predominantly Urban",38,26222,81805,9757,19474,11660,7744,5140,9649,7174,3065,2119,946,2304,10.3333333333333,6.13333333333333,14.25,57.4166666666667,13.925,1013.625,7185,"2010 General Election","South East",0.522,0.284,0.126,0.068,2,385,0,0,0,0,0,16555
"aylesbury"," Conservative Party","2010","Predominantly Urban",38,26222,81805,9757,19474,11660,7744,5140,9649,7174,3065,2119,946,2304,10.3333333333333,6.13333333333333,14.25,57.4166666666667,13.925,1013.625,7185,"2010 General Election","South East",0.522,0.284,0.126,0.068,1,385,0,0,0,0,0,16555
"aylesbury"," Labour Party","2010","Predominantly Urban",38,26222,81805,9757,19474,11660,7744,5140,9649,7174,3065,2119,946,2304,10.3333333333333,6.13333333333333,14.25,57.4166666666667,13.925,1013.625,7185,"2010 General Election","South East",0.522,0.284,0.126,0.068,1,385,0,0,0,0,0,16555
"aylesbury"," UK Independence Party","2010","Predominantly Urban",38,26222,81805,9757,19474,11660,7744,5140,9649,7174,3065,2119,946,2304,10.3333333333333,6.13333333333333,14.25,57.4166666666667,13.925,1013.625,7185,"2010 General Election","South East",0.522,0.284,0.126,0.068,0,385,0,0,0,0,0,16555
"aylesbury"," Liberal Democrats","2010","Predominantly Urban",38,26222,81805,9757,19474,11660,7744,5140,9649,7174,3065,2119,946,2304,10.3333333333333,6.13333333333333,14.25,57.4166666666667,13.925,1013.625,7185,"2010 General Election","South East",0.522,0.284,0.126,0.068,2,385,0,0,0,0,0,16555
"aylesbury"," Labour Party","2015","Predominantly Urban",38,26222,81805,9757,19474,11660,7744,5140,9649,7174,3065,2119,946,2304,10.3333333333333,6.13333333333333,14.25,57.4166666666667,13.925,1013.625,7185,"2015 General Election","South East",0.507,0.106,0.151,0.236,0,117040,38940,0,8800,3300,0,0
"aylesbury"," Liberal Democrats","2015","Predominantly Urban",38,26222,81805,9757,19474,11660,7744,5140,9649,7174,3065,2119,946,2304,10.3333333333333,6.13333333333333,14.25,57.4166666666667,13.925,1013.625,7185,"2015 General Election","South East",0.507,0.106,0.151,0.236,0,117040,38940,0,8800,3300,0,0
"aylesbury"," UK Independence Party","2015","Predominantly Urban",38,26222,81805,9757,19474,11660,7744,5140,9649,7174,3065,2119,946,2304,10.3333333333333,6.13333333333333,14.25,57.4166666666667,13.925,1013.625,7185,"2015 General Election","South East",0.507,0.106,0.151,0.236,0,117040,38940,0,8800,3300,0,0
"aylesbury"," Conservative Party","2015","Predominantly Urban",38,26222,81805,9757,19474,11660,7744,5140,9649,7174,3065,2119,946,2304,10.3333333333333,6.13333333333333,14.25,57.4166666666667,13.925,1013.625,7185,"2015 General Election","South East",0.507,0.106,0.151,0.236,0,117040,38940,0,8800,3300,0,0
"aylesbury"," Liberal Democrats","2017","Predominantly Urban",38,26222,81805,9757,19474,11660,7744,5140,9649,7174,3065,2119,946,2304,10.3333333333333,6.13333333333333,14.25,57.4166666666667,13.925,1013.625,7185,"2017 General Election","South East",0.55,0.096,0.3,0.054,0,170090,8525,3210,825,0,0,0
"aylesbury"," Green Party","2017","Predominantly Urban",38,26222,81805,9757,19474,11660,7744,5140,9649,7174,3065,2119,946,2304,10.3333333333333,6.13333333333333,14.25,57.4166666666667,13.925,1013.625,7185,"2017 General Election","South East",0.55,0.096,0.3,0.054,10,170090,8525,3210,825,0,0,0
"aylesbury"," Labour Party","2017","Predominantly Urban",38,26222,81805,9757,19474,11660,7744,5140,9649,7174,3065,2119,946,2304,10.3333333333333,6.13333333333333,14.25,57.4166666666667,13.925,1013.625,7185,"2017 General Election","South East",0.55,0.096,0.3,0.054,4,170090,8525,3210,825,0,0,0
"aylesbury"," Labour Party","2017","Predominantly Urban",38,26222,81805,9757,19474,11660,7744,5140,9649,7174,3065,2119,946,2304,10.3333333333333,6.13333333333333,14.25,57.4166666666667,13.925,1013.625,7185,"2017 General Election","South East",0.55,0.096,0.3,0.054,2,170090,8525,3210,825,0,0,0
"aylesbury"," Conservative Party","2017","Predominantly Urban",38,26222,81805,9757,19474,11660,7744,5140,9649,7174,3065,2119,946,2304,10.3333333333333,6.13333333333333,14.25,57.4166666666667,13.925,1013.625,7185,"2017 General Election","South East",0.55,0.096,0.3,0.054,1,170090,8525,3210,825,0,0,0
"aylesbury"," Green Party","2019","Predominantly Urban",38,26222,81805,9757,19474,11660,7744,5140,9649,7174,3065,2119,946,2304,10.3333333333333,6.13333333333333,14.25,57.4166666666667,13.925,1013.625,7185,"2019 General Election","South East",0.54,0.166,0.254,0.04,19,79470,5667,6066,234,0,0,0
"aylesbury"," Conservative Party","2019","Predominantly Urban",38,26222,81805,9757,19474,11660,7744,5140,9649,7174,3065,2119,946,2304,10.3333333333333,6.13333333333333,14.25,57.4166666666667,13.925,1013.625,7185,"2019 General Election","South East",0.54,0.166,0.254,0.04,0,79470,5667,6066,234,0,0,0
"aylesbury"," Labour Party","2019","Predominantly Urban",38,26222,81805,9757,19474,11660,7744,5140,9649,7174,3065,2119,946,2304,10.3333333333333,6.13333333333333,14.25,57.4166666666667,13.925,1013.625,7185,"2019 General Election","South East",0.54,0.166,0.254,0.04,6,79470,5667,6066,234,0,0,0
"bishop auckland"," Liberal Democrats","2010","Predominantly Rural",44,43327,43816,4208,11229,7061,6024,5567,11803,10913,4012,2834,1178,1826,9.00833333333333,5.11666666666667,12.8416666666667,59.8333333333333,14.4166666666667,1012.4,6800,"2010 General Election","North East",0.263,0.223,0.39,0.124,1,9282,107202,0,0,198,0,198042
"bishop auckland"," Liberal Democrats","2010","Predominantly Rural",44,43327,43816,4208,11229,7061,6024,5567,11803,10913,4012,2834,1178,1826,9.00833333333333,5.11666666666667,12.8416666666667,59.8333333333333,14.4166666666667,1012.4,6800,"2010 General Election","North East",0.263,0.223,0.39,0.124,0,9282,107202,0,0,198,0,198042
"bishop auckland"," Conservative Party","2010","Predominantly Rural",44,43327,43816,4208,11229,7061,6024,5567,11803,10913,4012,2834,1178,1826,9.00833333333333,5.11666666666667,12.8416666666667,59.8333333333333,14.4166666666667,1012.4,6800,"2010 General Election","North East",0.263,0.223,0.39,0.124,1,9282,107202,0,0,198,0,198042
"bishop auckland"," Labour Party","2010","Predominantly Rural",44,43327,43816,4208,11229,7061,6024,5567,11803,10913,4012,2834,1178,1826,9.00833333333333,5.11666666666667,12.8416666666667,59.8333333333333,14.4166666666667,1012.4,6800,"2010 General Election","North East",0.263,0.223,0.39,0.124,7,9282,107202,0,0,198,0,198042
"bishop auckland"," Conservative Party","2010","Predominantly Rural",44,43327,43816,4208,11229,7061,6024,5567,11803,10913,4012,2834,1178,1826,9.00833333333333,5.11666666666667,12.8416666666667,59.8333333333333,14.4166666666667,1012.4,6800,"2010 General Election","North East",0.263,0.223,0.39,0.124,2,9282,107202,0,0,198,0,198042
"bishop auckland"," Liberal Democrats","2010","Predominantly Rural",44,43327,43816,4208,11229,7061,6024,5567,11803,10913,4012,2834,1178,1826,9.00833333333333,5.11666666666667,12.8416666666667,59.8333333333333,14.4166666666667,1012.4,6800,"2010 General Election","North East",0.263,0.223,0.39,0.124,5,9282,107202,0,0,198,0,198042
"bishop auckland"," UK Independence Party","2015","Predominantly Rural",44,43327,43816,4208,11229,7061,6024,5567,11803,10913,4012,2834,1178,1826,9.00833333333333,5.11666666666667,12.8416666666667,59.8333333333333,14.4166666666667,1012.4,6800,"2015 General Election","North East",0.325,0.044,0.414,0.217,0,106634,72866,0,7136,3682,0,0
"bishop auckland"," Green Party","2015","Predominantly Rural",44,43327,43816,4208,11229,7061,6024,5567,11803,10913,4012,2834,1178,1826,9.00833333333333,5.11666666666667,12.8416666666667,59.8333333333333,14.4166666666667,1012.4,6800,"2015 General Election","North East",0.325,0.044,0.414,0.217,8,106634,72866,0,7136,3682,0,0
"bishop auckland"," Liberal Democrats","2019","Predominantly Rural",44,43327,43816,4208,11229,7061,6024,5567,11803,10913,4012,2834,1178,1826,9.00833333333333,5.11666666666667,12.8416666666667,59.8333333333333,14.4166666666667,1012.4,6800,"2019 General Election","North East",0.537,0.048,0.359,0.056,3,511203,225162,112952,30856,3479,0,0
"bishop auckland"," Conservative Party","2019","Predominantly Rural",44,43327,43816,4208,11229,7061,6024,5567,11803,10913,4012,2834,1178,1826,9.00833333333333,5.11666666666667,12.8416666666667,59.8333333333333,14.4166666666667,1012.4,6800,"2019 General Election","North East",0.537,0.048,0.359,0.056,0,511203,225162,112952,30856,3479,0,0
"bishop auckland"," Labour Party","2019","Predominantly Rural",44,43327,43816,4208,11229,7061,6024,5567,11803,10913,4012,2834,1178,1826,9.00833333333333,5.11666666666667,12.8416666666667,59.8333333333333,14.4166666666667,1012.4,6800,"2019 General Election","North East",0.537,0.048,0.359,0.056,0,511203,225162,112952,30856,3479,0,0
"bishop auckland"," Labour Party","2019","Predominantly Rural",44,43327,43816,4208,11229,7061,6024,5567,11803,10913,4012,2834,1178,1826,9.00833333333333,5.11666666666667,12.8416666666667,59.8333333333333,14.4166666666667,1012.4,6800,"2019 General Election","North East",0.537,0.048,0.359,0.056,2,511203,225162,112952,30856,3479,0,0
"bishop auckland"," Labour Party","2019","Predominantly Rural",44,43327,43816,4208,11229,7061,6024,5567,11803,10913,4012,2834,1178,1826,9.00833333333333,5.11666666666667,12.8416666666667,59.8333333333333,14.4166666666667,1012.4,6800,"2019 General Election","North East",0.537,0.048,0.359,0.056,1,511203,225162,112952,30856,3479,0,0
"bishop auckland"," Labour Party","2019","Predominantly Rural",44,43327,43816,4208,11229,7061,6024,5567,11803,10913,4012,2834,1178,1826,9.00833333333333,5.11666666666667,12.8416666666667,59.8333333333333,14.4166666666667,1012.4,6800,"2019 General Election","North East",0.537,0.048,0.359,0.056,3,511203,225162,112952,30856,3479,0,0
"bishop auckland"," Labour Party","2019","Predominantly Rural",44,43327,43816,4208,11229,7061,6024,5567,11803,10913,4012,2834,1178,1826,9.00833333333333,5.11666666666667,12.8416666666667,59.8333333333333,14.4166666666667,1012.4,6800,"2019 General Election","North East",0.537,0.048,0.359,0.056,4,511203,225162,112952,30856,3479,0,0
"barnsley central"," Green Party","2015","Predominantly Urban",41,0,85714,3717,10733,7411,5340,5542,11314,11633,4073,2641,1432,2057,10,5.1875,12.2625,NA,16.4625,1013.15,NA,"2015 General Election","Yorkshire and The Humber",0.15,0.021,0.557,0.272,10,47641,34222,0,3337,1775,0,0
"blackpool north and cleveleys"," Conservative Party","2010","Predominantly Urban",44,555,82836,3504,11026,8907,7017,4889,10045,7667,3235,1990,1245,2081,9.51666666666667,6.23333333333333,11.5833333333333,NA,17.84,1014.275,NA,"2010 General Election",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"blackpool north and cleveleys"," Liberal Democrats","2010","Predominantly Urban",44,555,82836,3504,11026,8907,7017,4889,10045,7667,3235,1990,1245,2081,9.51666666666667,6.23333333333333,11.5833333333333,NA,17.84,1014.275,NA,"2010 General Election",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"blackpool north and cleveleys"," UK Independence Party","2010","Predominantly Urban",44,555,82836,3504,11026,8907,7017,4889,10045,7667,3235,1990,1245,2081,9.51666666666667,6.23333333333333,11.5833333333333,NA,17.84,1014.275,NA,"2010 General Election",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"blackpool north and cleveleys"," UK Independence Party","2010","Predominantly Urban",44,555,82836,3504,11026,8907,7017,4889,10045,7667,3235,1990,1245,2081,9.51666666666667,6.23333333333333,11.5833333333333,NA,17.84,1014.275,NA,"2010 General Election",NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
"blackpool north and cleveleys"," Labour Party","2010","Predominantly Urban",44,555,82836,3504,11026,8907,7017,4889,10045,7667,3235,1990,1245,2081,9.51666666666667,6.23333333333333,11.5833333333333,NA,17.84,1014.275,NA,"2010 General Election",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"blackpool north and cleveleys"," UK Independence Party","2010","Predominantly Urban",44,555,82836,3504,11026,8907,7017,4889,10045,7667,3235,1990,1245,2081,9.51666666666667,6.23333333333333,11.5833333333333,NA,17.84,1014.275,NA,"2010 General Election",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"blackpool north and cleveleys"," Labour Party","2015","Predominantly Urban",44,555,82836,3504,11026,8907,7017,4889,10045,7667,3235,1990,1245,2081,9.51666666666667,6.23333333333333,11.5833333333333,NA,17.84,1014.275,NA,"2015 General Election",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"barnsley east"," Conservative Party","2010","Predominantly Urban",41,11866,78568,3274,10465,8052,5499,5890,12181,12568,4592,3082,1510,1761,9.28333333333333,5.875,12.9583333333333,48.0833333333333,15.1142857142857,1012.89166666667,7885,"2010 General Election","Yorkshire and The Humber",0.165,0.182,0.47,0.183,0,1349,15194,0,0,0,0,26341
"barnsley east"," Conservative Party","2017","Predominantly Urban",41,11866,78568,3274,10465,8052,5499,5890,12181,12568,4592,3082,1510,1761,9.28333333333333,5.875,12.9583333333333,48.0833333333333,15.1142857142857,1012.89166666667,7885,"2017 General Election","Yorkshire and The Humber",0.27,0.018,0.595,0.116,0,98832,25560,13774,2272,0,0,0
"barnsley east"," Labour Party","2017","Predominantly Urban",41,11866,78568,3274,10465,8052,5499,5890,12181,12568,4592,3082,1510,1761,9.28333333333333,5.875,12.9583333333333,48.0833333333333,15.1142857142857,1012.89166666667,7885,"2017 General Election","Yorkshire and The Humber",0.27,0.018,0.595,0.116,0,98832,25560,13774,2272,0,0,0
"blackpool south"," Liberal Democrats","2010","Predominantly Urban",41,0,81266,2685,9519,7116,7721,4930,10857,8803,4139,2632,1507,2301,9.51666666666667,6.23333333333333,11.5833333333333,NA,17.84,1014.275,NA,"2010 General Election","North West",0.358,0.144,0.411,0.087,2,NA,NA,NA,NA,NA,NA,NA
"blackpool south"," UK Independence Party","2017","Predominantly Urban",41,0,81266,2685,9519,7116,7721,4930,10857,8803,4139,2632,1507,2301,9.51666666666667,6.23333333333333,11.5833333333333,NA,17.84,1014.275,NA,"2017 General Election","North West",0.431,0.018,0.503,0.048,0,7014,1596,1302,168,0,0,0
"barrow and furness"," Liberal Democrats","2010","Urban with Significant Rural",43,31605,57221,5464,12716,7784,5482,6558,11355,9939,3087,2070,1017,1492,9.36666666666667,6.55,12.1166666666667,59.8333333333333,18.4333333333333,1012.33333333333,6800,"2010 General Election",NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
"barrow and furness"," Labour Party","2015","Urban with Significant Rural",43,31605,57221,5464,12716,7784,5482,6558,11355,9939,3087,2070,1017,1492,9.36666666666667,6.55,12.1166666666667,59.8333333333333,18.4333333333333,1012.33333333333,6800,"2015 General Election",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"barrow and furness"," Liberal Democrats","2015","Urban with Significant Rural",43,31605,57221,5464,12716,7784,5482,6558,11355,9939,3087,2070,1017,1492,9.36666666666667,6.55,12.1166666666667,59.8333333333333,18.4333333333333,1012.33333333333,6800,"2015 General Election",NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"barrow and furness"," Labour Party","2015","Urban with Significant Rural",43,31605,57221,5464,12716,7784,5482,6558,11355,9939,3087,2070,1017,1492,9.36666666666667,6.55,12.1166666666667,59.8333333333333,18.4333333333333,1012.33333333333,6800,"2015 General Election",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"barrow and furness"," Conservative Party","2015","Urban with Significant Rural",43,31605,57221,5464,12716,7784,5482,6558,11355,9939,3087,2070,1017,1492,9.36666666666667,6.55,12.1166666666667,59.8333333333333,18.4333333333333,1012.33333333333,6800,"2015 General Election",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"barrow and furness"," Green Party","2015","Urban with Significant Rural",43,31605,57221,5464,12716,7784,5482,6558,11355,9939,3087,2070,1017,1492,9.36666666666667,6.55,12.1166666666667,59.8333333333333,18.4333333333333,1012.33333333333,6800,"2015 General Election",NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA
"barrow and furness"," UK Independence Party","2015","Urban with Significant Rural",43,31605,57221,5464,12716,7784,5482,6558,11355,9939,3087,2070,1017,1492,9.36666666666667,6.55,12.1166666666667,59.8333333333333,18.4333333333333,1012.33333333333,6800,"2015 General Election",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"barrow and furness"," Conservative Party","2019","Urban with Significant Rural",43,31605,57221,5464,12716,7784,5482,6558,11355,9939,3087,2070,1017,1492,9.36666666666667,6.55,12.1166666666667,59.8333333333333,18.4333333333333,1012.33333333333,6800,"2019 General Election",NA,NA,NA,NA,NA,0,19236,4158,4158,462,0,0,0
"bolton north east"," Labour Party","2010","Predominantly Urban",38,272,95016,5195,12733,9054,6065,4645,11201,9340,5404,3934,1470,3355,9.24166666666667,5.50833333333333,12.95,51.6666666666667,13.98,1013.025,6970,"2010 General Election","North West",0.365,0.13,0.459,0.046,0,NA,NA,NA,NA,NA,NA,NA
"bolton north east"," Labour Party","2010","Predominantly Urban",38,272,95016,5195,12733,9054,6065,4645,11201,9340,5404,3934,1470,3355,9.24166666666667,5.50833333333333,12.95,51.6666666666667,13.98,1013.025,6970,"2010 General Election","North West",0.365,0.13,0.459,0.046,2,NA,NA,NA,NA,NA,NA,NA
"bolton north east"," UK Independence Party","2015","Predominantly Urban",38,272,95016,5195,12733,9054,6065,4645,11201,9340,5404,3934,1470,3355,9.24166666666667,5.50833333333333,12.95,51.6666666666667,13.98,1013.025,6970,"2015 General Election","North West",0.328,0.029,0.43,0.214,0,NA,NA,NA,NA,NA,NA,NA
"bolton north east"," Liberal Democrats","2015","Predominantly Urban",38,272,95016,5195,12733,9054,6065,4645,11201,9340,5404,3934,1470,3355,9.24166666666667,5.50833333333333,12.95,51.6666666666667,13.98,1013.025,6970,"2015 General Election","North West",0.328,0.029,0.43,0.214,3,NA,NA,NA,NA,NA,NA,NA
"bolton north east"," Green Party","2015","Predominantly Urban",38,272,95016,5195,12733,9054,6065,4645,11201,9340,5404,3934,1470,3355,9.24166666666667,5.50833333333333,12.95,51.6666666666667,13.98,1013.025,6970,"2015 General Election","North West",0.328,0.029,0.43,0.214,8,NA,NA,NA,NA,NA,NA,NA
"basingstoke"," Conservative Party","2010","Predominantly Urban",36,851,107145,10905,18463,12484,5766,5657,11034,8217,2515,1446,1069,2154,10.2777777777778,6.65555555555556,13.8888888888889,NA,15.4444444444444,1015.45,NA,"2010 General Election","South East",0.505,0.245,0.204,0.046,6,NA,NA,NA,NA,NA,NA,NA
"basingstoke"," Labour Party","2010","Predominantly Urban",36,851,107145,10905,18463,12484,5766,5657,11034,8217,2515,1446,1069,2154,10.2777777777778,6.65555555555556,13.8888888888889,NA,15.4444444444444,1015.45,NA,"2010 General Election","South East",0.505,0.245,0.204,0.046,4,NA,NA,NA,NA,NA,NA,NA
