Election,Party,environment,constituency,Election Date,Year Before Election,yearly_avg_tavg,yearly_avg_tmin,yearly_avg_tmax,yearly_avg_prcp,yearly_avg_wspd,yearly_avg_pres,yearly_avg_tsun
2015 General Election, Labour Party,0,bolton south east,2015-05-07,2014-05-07,9.241666666666665,5.508333333333333,12.95,51.666666666666664,13.979999999999999,1013.0250000000001,6970.0
2017 General Election, UK Independence Party,0,bolton south east,2017-06-08,2016-06-08,9.241666666666665,5.508333333333333,12.95,51.666666666666664,13.979999999999999,1013.0250000000001,6970.0
2017 General Election, Liberal Democrats,0,bolton south east,2017-06-08,2016-06-08,9.241666666666665,5.508333333333333,12.95,51.666666666666664,13.979999999999999,1013.0250000000001,6970.0
2017 General Election, UK Independence Party,1,bolton south east,2017-06-08,2016-06-08,9.241666666666665,5.508333333333333,12.95,51.666666666666664,13.979999999999999,1013.0250000000001,6970.0
2017 General Election, Green Party,11,bolton south east,2017-06-08,2016-06-08,9.241666666666665,5.508333333333333,12.95,51.666666666666664,13.979999999999999,1013.0250000000001,6970.0
2019 General Election, Conservative Party,1,bolton south east,2019-12-12,2018-12-12,9.241666666666665,5.508333333333333,12.95,51.666666666666664,13.979999999999999,1013.0250000000001,6970.0
2010 General Election, Conservative Party,0,battersea,2010-05-06,2009-05-06,10.883333333333331,7.041666666666667,14.64166666666667,57.416666666666664,13.9,1013.6166666666666,7185.0
2010 General Election, Conservative Party,1,battersea,2010-05-06,2009-05-06,10.883333333333331,7.041666666666667,14.64166666666667,57.416666666666664,13.9,1013.6166666666666,7185.0
2010 General Election, Labour Party,2,battersea,2010-05-06,2009-05-06,10.883333333333331,7.041666666666667,14.64166666666667,57.416666666666664,13.9,1013.6166666666666,7185.0
2010 General Election, Liberal Democrats,0,battersea,2010-05-06,2009-05-06,10.883333333333331,7.041666666666667,14.64166666666667,57.416666666666664,13.9,1013.6166666666666,7185.0
2010 General Election, Labour Party,0,battersea,2010-05-06,2009-05-06,10.883333333333331,7.041666666666667,14.64166666666667,57.416666666666664,13.9,1013.6166666666666,7185.0
2015 General Election, Labour Party,1,battersea,2015-05-07,2014-05-07,10.883333333333331,7.041666666666667,14.64166666666667,57.416666666666664,13.9,1013.6166666666666,7185.0
2015 General Election, UK Independence Party,1,battersea,2015-05-07,2014-05-07,10.883333333333331,7.041666666666667,14.64166666666667,57.416666666666664,13.9,1013.6166666666666,7185.0
2015 General Election, Labour Party,0,battersea,2015-05-07,2014-05-07,10.883333333333331,7.041666666666667,14.64166666666667,57.416666666666664,13.9,1013.6166666666666,7185.0
2015 General Election, UK Independence Party,11,battersea,2015-05-07,2014-05-07,10.883333333333331,7.041666666666667,14.64166666666667,57.416666666666664,13.9,1013.6166666666666,7185.0
2015 General Election, UK Independence Party,2,battersea,2015-05-07,2014-05-07,10.883333333333331,7.041666666666667,14.64166666666667,57.416666666666664,13.9,1013.6166666666666,7185.0
2015 General Election, UK Independence Party,0,battersea,2015-05-07,2014-05-07,10.883333333333331,7.041666666666667,14.64166666666667,57.416666666666664,13.9,1013.6166666666666,7185.0
2017 General Election, Green Party,7,battersea,2017-06-08,2016-06-08,10.883333333333331,7.041666666666667,14.64166666666667,57.416666666666664,13.9,1013.6166666666666,7185.0
2010 General Election, Labour Party,0,bootle,2010-05-06,2009-05-06,9.208333333333336,6.233333333333334,11.583333333333332,,17.839999999999996,1014.2750000000001,
2010 General Election, Liberal Democrats,0,bootle,2010-05-06,2009-05-06,9.208333333333336,6.233333333333334,11.583333333333332,,17.839999999999996,1014.2750000000001,
2010 General Election, UK Independence Party,1,bootle,2010-05-06,2009-05-06,9.208333333333336,6.233333333333334,11.583333333333332,,17.839999999999996,1014.2750000000001,
2010 General Election, Conservative Party,1,bedford,2010-05-06,2009-05-06,10.133333333333333,6.722222222222223,13.71111111111111,,17.22222222222222,1012.375,
2010 General Election, Liberal Democrats,0,bedford,2010-05-06,2009-05-06,10.133333333333333,6.722222222222223,13.71111111111111,,17.22222222222222,1012.375,
2015 General Election, Labour Party,1,bedford,2015-05-07,2014-05-07,10.133333333333333,6.722222222222223,13.71111111111111,,17.22222222222222,1012.375,
2015 General Election, Labour Party,0,bedford,2015-05-07,2014-05-07,10.133333333333333,6.722222222222223,13.71111111111111,,17.22222222222222,1012.375,
2015 General Election, Labour Party,2,bedford,2015-05-07,2014-05-07,10.133333333333333,6.722222222222223,13.71111111111111,,17.22222222222222,1012.375,
2015 General Election, Labour Party,4,bedford,2015-05-07,2014-05-07,10.133333333333333,6.722222222222223,13.71111111111111,,17.22222222222222,1012.375,
2015 General Election, Liberal Democrats,1,bedford,2015-05-07,2014-05-07,10.133333333333333,6.722222222222223,13.71111111111111,,17.22222222222222,1012.375,
2015 General Election, UK Independence Party,0,bedford,2015-05-07,2014-05-07,10.133333333333333,6.722222222222223,13.71111111111111,,17.22222222222222,1012.375,
2017 General Election, Conservative Party,2,bedford,2017-06-08,2016-06-08,10.133333333333333,6.722222222222223,13.71111111111111,,17.22222222222222,1012.375,
2017 General Election, Labour Party,1,bedford,2017-06-08,2016-06-08,10.133333333333333,6.722222222222223,13.71111111111111,,17.22222222222222,1012.375,
2017 General Election, Liberal Democrats,0,bedford,2017-06-08,2016-06-08,10.133333333333333,6.722222222222223,13.71111111111111,,17.22222222222222,1012.375,
2019 General Election, Labour Party,5,bedford,2019-12-12,2018-12-12,10.133333333333333,6.722222222222223,13.71111111111111,,17.22222222222222,1012.375,
2019 General Election, Conservative Party,7,bedford,2019-12-12,2018-12-12,10.133333333333333,6.722222222222223,13.71111111111111,,17.22222222222222,1012.375,
2017 General Election, Liberal Democrats,3,aldershot,2017-06-08,2016-06-08,11.090909090909092,6.990909090909091,15.109090909090911,,13.569999999999999,1018.818181818182,
2010 General Election, Labour Party,0,brent central,2010-05-06,2009-05-06,10.883333333333331,7.041666666666665,14.641666666666666,57.416666666666664,13.9,1013.6166666666664,7185.0
2010 General Election, Green Party,21,brent central,2010-05-06,2009-05-06,10.883333333333331,7.041666666666665,14.641666666666666,57.416666666666664,13.9,1013.6166666666664,7185.0
2010 General Election, Liberal Democrats,4,brent central,2010-05-06,2009-05-06,10.883333333333331,7.041666666666665,14.641666666666666,57.416666666666664,13.9,1013.6166666666664,7185.0
2010 General Election, Liberal Democrats,7,brent central,2010-05-06,2009-05-06,10.883333333333331,7.041666666666665,14.641666666666666,57.416666666666664,13.9,1013.6166666666664,7185.0
2010 General Election, Liberal Democrats,0,brent central,2010-05-06,2009-05-06,10.883333333333331,7.041666666666665,14.641666666666666,57.416666666666664,13.9,1013.6166666666664,7185.0
2010 General Election, Labour Party,9,brent central,2010-05-06,2009-05-06,10.883333333333331,7.041666666666665,14.641666666666666,57.416666666666664,13.9,1013.6166666666664,7185.0
2010 General Election, Conservative Party,3,brent central,2010-05-06,2009-05-06,10.883333333333331,7.041666666666665,14.641666666666666,57.416666666666664,13.9,1013.6166666666664,7185.0
2010 General Election, Conservative Party,0,brent central,2010-05-06,2009-05-06,10.883333333333331,7.041666666666665,14.641666666666666,57.416666666666664,13.9,1013.6166666666664,7185.0
2010 General Election, Conservative Party,2,brent central,2010-05-06,2009-05-06,10.883333333333331,7.041666666666665,14.641666666666666,57.416666666666664,13.9,1013.6166666666664,7185.0
2010 General Election, Conservative Party,1,brent central,2010-05-06,2009-05-06,10.883333333333331,7.041666666666665,14.641666666666666,57.416666666666664,13.9,1013.6166666666664,7185.0
2015 General Election, UK Independence Party,0,brent central,2015-05-07,2014-05-07,10.883333333333331,7.041666666666665,14.641666666666666,57.416666666666664,13.9,1013.6166666666664,7185.0
2015 General Election, Labour Party,1,brent central,2015-05-07,2014-05-07,10.883333333333331,7.041666666666665,14.641666666666666,57.416666666666664,13.9,1013.6166666666664,7185.0
2015 General Election, Green Party,5,brent central,2015-05-07,2014-05-07,10.883333333333331,7.041666666666665,14.641666666666666,57.416666666666664,13.9,1013.6166666666664,7185.0
2015 General Election, Liberal Democrats,0,brent central,2015-05-07,2014-05-07,10.883333333333331,7.041666666666665,14.641666666666666,57.416666666666664,13.9,1013.6166666666664,7185.0
2015 General Election, Conservative Party,0,brent central,2015-05-07,2014-05-07,10.883333333333331,7.041666666666665,14.641666666666666,57.416666666666664,13.9,1013.6166666666664,7185.0
2017 General Election, Green Party,15,brent central,2017-06-08,2016-06-08,10.883333333333331,7.041666666666665,14.641666666666666,57.416666666666664,13.9,1013.6166666666664,7185.0
2010 General Election, Liberal Democrats,0,berwick-upon-tweed,2010-05-06,2009-05-06,7.099999999999999,4.7,9.399999999999999,,18.1,1013.5,
2010 General Election, Conservative Party,2,berwick-upon-tweed,2010-05-06,2009-05-06,7.099999999999999,4.7,9.399999999999999,,18.1,1013.5,
2010 General Election, UK Independence Party,0,berwick-upon-tweed,2010-05-06,2009-05-06,7.099999999999999,4.7,9.399999999999999,,18.1,1013.5,
2010 General Election, Labour Party,0,berwick-upon-tweed,2010-05-06,2009-05-06,7.099999999999999,4.7,9.399999999999999,,18.1,1013.5,
2010 General Election, Liberal Democrats,1,berwick-upon-tweed,2010-05-06,2009-05-06,7.099999999999999,4.7,9.399999999999999,,18.1,1013.5,
2015 General Election, Liberal Democrats,0,berwick-upon-tweed,2015-05-07,2014-05-07,7.099999999999999,4.7,9.399999999999999,,18.1,1013.5,
2010 General Election, Conservative Party,0,ashton-under-lyne,2010-05-06,2009-05-06,9.241666666666665,5.275,13.216666666666667,51.666666666666664,13.14,1013.0250000000001,6970.0
2010 General Election, UK Independence Party,1,ashton-under-lyne,2010-05-06,2009-05-06,9.241666666666665,5.275,13.216666666666667,51.666666666666664,13.14,1013.0250000000001,6970.0
2010 General Election, Labour Party,1,ashton-under-lyne,2010-05-06,2009-05-06,9.241666666666665,5.275,13.216666666666667,51.666666666666664,13.14,1013.0250000000001,6970.0
2010 General Election, Liberal Democrats,0,ashton-under-lyne,2010-05-06,2009-05-06,9.241666666666665,5.275,13.216666666666667,51.666666666666664,13.14,1013.0250000000001,6970.0
2015 General Election, Labour Party,1,ashton-under-lyne,2015-05-07,2014-05-07,9.241666666666665,5.275,13.216666666666667,51.666666666666664,13.14,1013.0250000000001,6970.0
2015 General Election, Labour Party,0,ashton-under-lyne,2015-05-07,2014-05-07,9.241666666666665,5.275,13.216666666666667,51.666666666666664,13.14,1013.0250000000001,6970.0
2017 General Election, Labour Party,4,ashton-under-lyne,2017-06-08,2016-06-08,9.241666666666665,5.275,13.216666666666667,51.666666666666664,13.14,1013.0250000000001,6970.0
2017 General Election, Conservative Party,0,ashton-under-lyne,2017-06-08,2016-06-08,9.241666666666665,5.275,13.216666666666667,51.666666666666664,13.14,1013.0250000000001,6970.0
2017 General Election, Green Party,14,ashton-under-lyne,2017-06-08,2016-06-08,9.241666666666665,5.275,13.216666666666667,51.666666666666664,13.14,1013.0250000000001,6970.0
2017 General Election, UK Independence Party,1,ashton-under-lyne,2017-06-08,2016-06-08,9.241666666666665,5.275,13.216666666666667,51.666666666666664,13.14,1013.0250000000001,6970.0
2017 General Election, Labour Party,1,ashton-under-lyne,2017-06-08,2016-06-08,9.241666666666665,5.275,13.216666666666667,51.666666666666664,13.14,1013.0250000000001,6970.0
2019 General Election, Conservative Party,0,ashton-under-lyne,2019-12-12,2018-12-12,9.241666666666665,5.275,13.216666666666667,51.666666666666664,13.14,1013.0250000000001,6970.0
2010 General Election, Liberal Democrats,11,bethnal green and bow,2010-05-06,2009-05-06,10.883333333333333,7.041666666666668,14.64166666666667,57.416666666666664,13.9,1013.6166666666666,7185.0
2010 General Election, Liberal Democrats,13,bethnal green and bow,2010-05-06,2009-05-06,10.883333333333333,7.041666666666668,14.64166666666667,57.416666666666664,13.9,1013.6166666666666,7185.0
2010 General Election, Conservative Party,7,bethnal green and bow,2010-05-06,2009-05-06,10.883333333333333,7.041666666666668,14.64166666666667,57.416666666666664,13.9,1013.6166666666666,7185.0
2010 General Election, Labour Party,4,bethnal green and bow,2010-05-06,2009-05-06,10.883333333333333,7.041666666666668,14.64166666666667,57.416666666666664,13.9,1013.6166666666666,7185.0
2010 General Election, Liberal Democrats,4,bethnal green and bow,2010-05-06,2009-05-06,10.883333333333333,7.041666666666668,14.64166666666667,57.416666666666664,13.9,1013.6166666666666,7185.0
2010 General Election, Labour Party,0,bethnal green and bow,2010-05-06,2009-05-06,10.883333333333333,7.041666666666668,14.64166666666667,57.416666666666664,13.9,1013.6166666666666,7185.0
2010 General Election, Labour Party,14,bethnal green and bow,2010-05-06,2009-05-06,10.883333333333333,7.041666666666668,14.64166666666667,57.416666666666664,13.9,1013.6166666666666,7185.0
2010 General Election, Conservative Party,3,bethnal green and bow,2010-05-06,2009-05-06,10.883333333333333,7.041666666666668,14.64166666666667,57.416666666666664,13.9,1013.6166666666666,7185.0
2010 General Election, Green Party,7,bethnal green and bow,2010-05-06,2009-05-06,10.883333333333333,7.041666666666668,14.64166666666667,57.416666666666664,13.9,1013.6166666666666,7185.0
2010 General Election, Liberal Democrats,9,bethnal green and bow,2010-05-06,2009-05-06,10.883333333333333,7.041666666666668,14.64166666666667,57.416666666666664,13.9,1013.6166666666666,7185.0
2010 General Election, Liberal Democrats,18,bethnal green and bow,2010-05-06,2009-05-06,10.883333333333333,7.041666666666668,14.64166666666667,57.416666666666664,13.9,1013.6166666666666,7185.0
2010 General Election, Conservative Party,0,bethnal green and bow,2010-05-06,2009-05-06,10.883333333333333,7.041666666666668,14.64166666666667,57.416666666666664,13.9,1013.6166666666666,7185.0
2010 General Election, Green Party,24,bethnal green and bow,2010-05-06,2009-05-06,10.883333333333333,7.041666666666668,14.64166666666667,57.416666666666664,13.9,1013.6166666666666,7185.0
2010 General Election, Labour Party,2,bethnal green and bow,2010-05-06,2009-05-06,10.883333333333333,7.041666666666668,14.64166666666667,57.416666666666664,13.9,1013.6166666666666,7185.0
2010 General Election, Liberal Democrats,10,bethnal green and bow,2010-05-06,2009-05-06,10.883333333333333,7.041666666666668,14.64166666666667,57.416666666666664,13.9,1013.6166666666666,7185.0
2010 General Election, Conservative Party,2,bethnal green and bow,2010-05-06,2009-05-06,10.883333333333333,7.041666666666668,14.64166666666667,57.416666666666664,13.9,1013.6166666666666,7185.0
2010 General Election, Liberal Democrats,0,bethnal green and bow,2010-05-06,2009-05-06,10.883333333333333,7.041666666666668,14.64166666666667,57.416666666666664,13.9,1013.6166666666666,7185.0
